,Aleph system number (001),Carrier type term (338 $a),Chronological subdivision - 1 (650 $y),Chronological subdivision - 2 (650 $y),Chronological subdivision - 3 (650 $y),Chronological subdivision - 4 (650 $y),Chronological subdivision - 5 (650 $y),Chronological subdivision - 6 (650 $y),Chronological subdivision - 7 (650 $y),Content type term (336 $a),Corporate name or jurisdiction name as entry element (710 $a),Country (008/15-17),Date of manufacture (264 $c),Date/Time of an Event (033 $a),Devised title (245 $a),Extent (300 $a),Form of item (008/23),Geographic subdivision - 1 (650 $z),Geographic subdivision - 2 (650 $z),Geographic subdivision - 3 (650 $z),Geographic subdivision - 4 (650 $z),Geographic subdivision - 5 (650 $z),Geographic subdivision - 6 (650 $z),Geographic subdivision - 7 (650 $z),Language (008/35-37),Link text (856 $y),Manufacturer (264 $b),Media type term (337 $a),Other title - 1 (246 $a),Other title - 10 (246 $a),Other title - 11 (246 $a),Other title - 12 (246 $a),Other title - 13 (246 $a),Other title - 2 (246 $a),Other title - 3 (246 $a),Other title - 4 (246 $a),Other title - 5 (246 $a),Other title - 6 (246 $a),Other title - 7 (246 $a),Other title - 8 (246 $a),Other title - 9 (246 $a),Place of manufacture (264 $a),Relator term (710 $e),Source (336 $2),Source (337 $2),Source (338 $2),Title statement of original (534 $t),Topical term or geographic name entry element - 1 (650 $a),Topical term or geographic name entry element - 2 (650 $a),Topical term or geographic name entry element - 3 (650 $a),Topical term or geographic name entry element - 4 (650 $a),Topical term or geographic name entry element - 5 (650 $a),Topical term or geographic name entry element - 6 (650 $a),Topical term or geographic name entry element - 7 (650 $a)
132,,online resource,1829.0,1829.0,,,,,,text,British Library Playbills Project,enk,[2018],1856,[Miscellaneous Plymouth theatres playbill for The Two Friends; Jack Robinson and His Monkey; He Lies Like Truth],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Two Friends,,,,,Jack Robinson and His Monkey,He Lies Like Truth,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Two Friends; Jack Robinson and His Monkey; He Lies Like Truth],Melo-Drame,Melo-Drame,,,,,
133,,online resource,1826.0,,,,,,,text,British Library Playbills Project,enk,[2018],1851,"[Miscellaneous Plymouth theatres playbill for Devil's Bridge; Pilot: Or, a Tale of the Sea]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Devil's Bridge,,,,,"Pilot: Or, a Tale of the Sea",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Devil's Bridge; Pilot: Or, a Tale of the Sea]",Opera,,,,,,
134,,online resource,1827.0,1827.0,,,,,,text,British Library Playbills Project,enk,[2018],1843,"[Miscellaneous Plymouth theatres playbill for Harlequin Rouge Et Noir; Don Juan, Or, a Libertine Destroyed; Trial by Battle Or, Heaven Defend the Right]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Harlequin Rouge Et Noir,,,,,"Don Juan, Or, a Libertine Destroyed","Trial by Battle Or, Heaven Defend the Right",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Harlequin Rouge Et Noir; Don Juan, Or, a Libertine Destroyed; Trial by Battle Or, Heaven Defend the Right]",Melo-Drama,Pantomime Sketch,,,,,
135,,online resource,1829.0,,,,,,,text,British Library Playbills Project,enk,[2018],1842,"[Miscellaneous Plymouth theatres playbill for Wood Demon; Black-Eyed Susan: Or, All in the Downs]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Wood Demon,,,,,"Black-Eyed Susan: Or, All in the Downs",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Wood Demon; Black-Eyed Susan: Or, All in the Downs]",Nautical Drama,,,,,,
136,,online resource,1827.0,1827.0,,,,,,text,British Library Playbills Project,enk,[2018],1830,"[Miscellaneous Plymouth theatres playbill for Perouse: The Desolate Island; Black Beard Or, the Captive Princess; Paul Pry]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Perouse: The Desolate Island,,,,,"Black Beard Or, the Captive Princess",Paul Pry,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Perouse: The Desolate Island; Black Beard Or, the Captive Princess; Paul Pry]",Comedy,Serious Pantomime,,,,,
137,,online resource,1833.0,1833.0,1833.0,,,,,text,British Library Playbills Project,enk,[2018],1849,"[Miscellaneous Plymouth theatres playbill for The Waterman; The Scapegrace; Town and Country: Or, Which Is Best]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,The Waterman,,,,,The Scapegrace,"Town and Country: Or, Which Is Best",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Waterman; The Scapegrace; Town and Country: Or, Which Is Best]",Comedy,Farce,Musical Entertainment,,,,
138,,online resource,1830.0,1830.0,,,,,,text,British Library Playbills Project,enk,[2018],1843,[Miscellaneous Plymouth theatres playbill for Brigand; Black-Eyed Susan],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Brigand,,,,,Black-Eyed Susan,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Brigand; Black-Eyed Susan],Romantic Drama,Nautical Drama,,,,,
139,,online resource,1816.0,1816.0,1816.0,,,,,text,British Library Playbills Project,enk,[2018],1849,"[Miscellaneous Plymouth theatres playbill for Hunter of the Alps; Travellers Benighted; A Chip of the Old Block; Or, the Village Festival]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Hunter of the Alps,,,,,Travellers Benighted,"A Chip of the Old Block; Or, the Village Festival",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Hunter of the Alps; Travellers Benighted; A Chip of the Old Block; Or, the Village Festival]",Farce,Musical Drama,Melo-Dramatic Spectacle,,,,
140,,online resource,1833.0,1833.0,,,,,,text,British Library Playbills Project,enk,[2018],1855,[Miscellaneous Plymouth theatres playbill for Masaniello; Provoked Husband],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Masaniello,,,,,Provoked Husband,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Masaniello; Provoked Husband],Comedy,Melo-Dramatic Entertainment,,,,,
141,,online resource,1830.0,1830.0,,,,,,text,British Library Playbills Project,enk,[2018],1869,[Miscellaneous Plymouth theatres playbill for Philip and His Dog; Black-Eyed Susan],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Philip and His Dog,,,,,Black-Eyed Susan,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Philip and His Dog; Black-Eyed Susan],Nautical Drama,Melo-Drame,,,,,
142,,online resource,1834.0,,,,,,,text,British Library Playbills Project,enk,[2018],1863,[Miscellaneous Plymouth theatres playbill for Love Laughs at Locksmiths; The Soldier's Daughter],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Love Laughs at Locksmiths,,,,,The Soldier's Daughter,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Love Laughs at Locksmiths; The Soldier's Daughter],Comedy,,,,,,
143,,online resource,1829.0,,,,,,,text,British Library Playbills Project,enk,[2018],1851,[Miscellaneous Plymouth theatres playbill for Rencontre; Rienzi],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Rencontre,,,,,Rienzi,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Rencontre; Rienzi],Tragedy,,,,,,
144,,online resource,1827.0,,,,,,,text,British Library Playbills Project,enk,[2018],1832,"[Miscellaneous Plymouth theatres playbill for Perouse, Or, the Desolate Island; The Poor Gentleman]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"Perouse, Or, the Desolate Island",,,,,The Poor Gentleman,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Perouse, Or, the Desolate Island; The Poor Gentleman]",Historical Pantomime,,,,,,
145,,online resource,1829.0,1829.0,1829.0,,,,,text,British Library Playbills Project,enk,[2018],1850,[Miscellaneous Plymouth theatres playbill for Love and Reason; Jack Robinson and His Monkey; The Weathercock],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Love and Reason,,,,,Jack Robinson and His Monkey,The Weathercock,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Love and Reason; Jack Robinson and His Monkey; The Weathercock],Interlude,Comedy,Melo-Drame,,,,
146,,online resource,1832.0,,,,,,,text,British Library Playbills Project,enk,[2018],1864,[Miscellaneous Plymouth theatres playbill for Rent Day; Laugh When You Can: Or the Rival Philosophers],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Rent Day,,,,,Laugh When You Can: Or the Rival Philosophers,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Rent Day; Laugh When You Can: Or the Rival Philosophers],Drama,,,,,,
147,,online resource,1828.0,1828.0,,,,,,text,British Library Playbills Project,enk,[2018],1836,"[Miscellaneous Plymouth theatres playbill for 23, John-Street, Adelphi; Hamlet, Prince of Denmark]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,"23, John-Street, Adelphi",,,,,"Hamlet, Prince of Denmark",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for 23, John-Street, Adelphi; Hamlet, Prince of Denmark]",Tragedy,Comedy,,,,,
148,,online resource,1827.0,,,,,,,text,British Library Playbills Project,enk,[2018],1857,"[Miscellaneous Plymouth theatres playbill for Rob Roy: Or, ""Auld Lang Syne; The Tempest: Or, the Enchanted Island]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"Rob Roy: Or, ""Auld Lang Syne",,,,,"The Tempest: Or, the Enchanted Island",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Rob Roy: Or, ""Auld Lang Syne; The Tempest: Or, the Enchanted Island]",Play,,,,,,
149,,online resource,1830.0,,,,,,,text,British Library Playbills Project,enk,[2018],1841,[Miscellaneous Plymouth theatres playbill for Elephant of Siam and the Fire Fiend; He Lies Like Truth],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Elephant of Siam and the Fire Fiend,,,,,He Lies Like Truth,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Elephant of Siam and the Fire Fiend; He Lies Like Truth],Farce,,,,,,
150,,online resource,1830.0,1830.0,1830.0,,,,,text,British Library Playbills Project,enk,[2018],1862,[Miscellaneous Plymouth theatres playbill for Amateurs and Actors; The Woodman's Hut; Bold Dragoons],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Amateurs and Actors,,,,,The Woodman's Hut,Bold Dragoons,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Amateurs and Actors; The Woodman's Hut; Bold Dragoons],Interlude,Melo-Drame,Petite Comedy,,,,
151,,online resource,1833.0,,,,,,,text,British Library Playbills Project,enk,[2018],1859,"[Miscellaneous Plymouth theatres playbill for The Will; Family Picture; Or, the Sailor's Legacy]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,The Will,,,,,"Family Picture; Or, the Sailor's Legacy",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Will; Family Picture; Or, the Sailor's Legacy]",Comic Farce,,,,,,
152,,online resource,1830.0,,,,,,,text,British Library Playbills Project,enk,[2018],1842,"[Miscellaneous Plymouth theatres playbill for Adelaide Or, the Royal William; Forest of Bondy Or, the Dog of Montargis]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"Adelaide Or, the Royal William",,,,,"Forest of Bondy Or, the Dog of Montargis",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Adelaide Or, the Royal William; Forest of Bondy Or, the Dog of Montargis]",Musical Nautical Entertainment,,,,,,
153,,online resource,1828.0,1828.0,1828.0,,,,,text,British Library Playbills Project,enk,[2018],1843,"[Miscellaneous Plymouth theatres playbill for Jew of Lubeck Or, the Heart of a Father; The West Indian; Yard Arm and Yard Arm: Or, the Glory of Our Country]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,"Jew of Lubeck Or, the Heart of a Father",,,,,The West Indian,"Yard Arm and Yard Arm: Or, the Glory of Our Country",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Jew of Lubeck Or, the Heart of a Father; The West Indian; Yard Arm and Yard Arm: Or, the Glory of Our Country]",Interlude,After-Piece,Comedy,,,,
154,,online resource,1833.0,1833.0,,,,,,text,British Library Playbills Project,enk,[2018],1862,"[Miscellaneous Plymouth theatres playbill for She Stoops to Conquer; Catherine and Petruchio; Or, the Taming of the Shrew]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,She Stoops to Conquer,,,,,"Catherine and Petruchio; Or, the Taming of the Shrew",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for She Stoops to Conquer; Catherine and Petruchio; Or, the Taming of the Shrew]",Comedy,Farce,,,,,
155,,online resource,1829.0,1829.0,1829.0,,,,,text,British Library Playbills Project,enk,[2018],1859,"[Miscellaneous Plymouth theatres playbill for The Irish Tutor; Three and the Deuce; Black-Eyed Susan, Or, All in the Downs; The Earl of Essex]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,The Irish Tutor,,,,,Three and the Deuce,"Black-Eyed Susan, Or, All in the Downs",The Earl of Essex,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Irish Tutor; Three and the Deuce; Black-Eyed Susan, Or, All in the Downs; The Earl of Essex]",Tragedy,Interlude,Petite Comedy,,,,
156,,online resource,1832.0,1832.0,,,,,,text,British Library Playbills Project,enk,[2018],1871,[Miscellaneous Plymouth theatres playbill for Alfred the Great: Or the Enchanted Standard; The Iron Chest],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Alfred the Great: Or the Enchanted Standard,,,,,The Iron Chest,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Alfred the Great: Or the Enchanted Standard; The Iron Chest],Historical Melo Drama,Musical Drama,,,,,
157,,online resource,1828.0,1828.0,,,,,,text,British Library Playbills Project,enk,[2018],1851,"[Miscellaneous Plymouth theatres playbill for The Scapegoat; The Goldsmith; Peter Wilkins; Or, the Flying Islanders]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Scapegoat,,,,,The Goldsmith,"Peter Wilkins; Or, the Flying Islanders",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Scapegoat; The Goldsmith; Peter Wilkins; Or, the Flying Islanders]",Melo-Dramatic Romantic Spectacle,Melo-Drame,,,,,
158,,online resource,1828.0,1828.0,,,,,,text,British Library Playbills Project,enk,[2018],1839,"[Miscellaneous Plymouth theatres playbill for George Barnwell; The Cataract of the Ganges: Or, the Rajah's Daughter]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,George Barnwell,,,,,"The Cataract of the Ganges: Or, the Rajah's Daughter",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for George Barnwell; The Cataract of the Ganges: Or, the Rajah's Daughter]",Tragedy,Melo-Dramatic Romantic Spectacle,,,,,
159,,online resource,1830.0,1830.0,,,,,,text,British Library Playbills Project,enk,[2018],1852,"[Miscellaneous Plymouth theatres playbill for Napoleon; The Follies of Fashion; Adelaide, Or, the Royal William]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Napoleon,,,,,The Follies of Fashion,"Adelaide, Or, the Royal William",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Napoleon; The Follies of Fashion; Adelaide, Or, the Royal William]",Comedy,Nautical Piece,,,,,
160,,online resource,1829.0,1829.0,,,,,,text,British Library Playbills Project,enk,[2018],1836,"[Miscellaneous Plymouth theatres playbill for The Lady and the Devil; Wood Demon Or, the Clock Has Struck]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Lady and the Devil,,,,,"Wood Demon Or, the Clock Has Struck",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Lady and the Devil; Wood Demon Or, the Clock Has Struck]",Melo Dramatic Romance,Farce,,,,,
161,,online resource,1828.0,1828.0,,,,,,text,British Library Playbills Project,enk,[2018],1833,[Miscellaneous Plymouth theatres playbill for Maid of the Mill; The Sultan],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Maid of the Mill,,,,,The Sultan,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Maid of the Mill; The Sultan],Opera,Farce,,,,,
162,,online resource,1825.0,1825.0,1825.0,,,,,text,British Library Playbills Project,enk,[2018],1849,[Miscellaneous Plymouth theatres playbill for Poor Soldier; Amateurs & Actors; Turnpike-Gate],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Poor Soldier,,,,,Amateurs & Actors,Turnpike-Gate,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Poor Soldier; Amateurs & Actors; Turnpike-Gate],Musical Farce,Musical Piece,Farce,,,,
163,,online resource,1833.0,1833.0,,,,,,text,British Library Playbills Project,enk,[2018],1841,[Miscellaneous Plymouth theatres playbill for King Richard the Third; Death of Capt. Cook],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,King Richard the Third,,,,,Death of Capt. Cook,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for King Richard the Third; Death of Capt. Cook],Serio-Comic Pantomime,Tragedy,,,,,
164,,online resource,1828.0,1828.0,,,,,,text,British Library Playbills Project,enk,[2018],1838,"[Miscellaneous Plymouth theatres playbill for Spring & Autumn; Thirty Years Or, a Gambler's Life; Peter Wilkins; Or, the Flying Islanders]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Spring & Autumn,,,,,"Thirty Years Or, a Gambler's Life","Peter Wilkins; Or, the Flying Islanders",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Spring & Autumn; Thirty Years Or, a Gambler's Life; Peter Wilkins; Or, the Flying Islanders]",Serious Drama,Comedy,,,,,
165,,online resource,1834.0,1834.0,,,,,,text,British Library Playbills Project,enk,[2018],1837,[Miscellaneous Plymouth theatres playbill for Death of Captain Cook; The Road to Ruin],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Death of Captain Cook,,,,,The Road to Ruin,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Death of Captain Cook; The Road to Ruin],Serio-Comic Pantomime,Comedy,,,,,
166,,online resource,1833.0,1833.0,,,,,,text,British Library Playbills Project,enk,[2018],1851,"[Miscellaneous Plymouth theatres playbill for Othello; Wedding Day; Turning the Tables; Town and Country: Or, Which Is Best]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Othello,,,,,Wedding Day,Turning the Tables,"Town and Country: Or, Which Is Best",,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Othello; Wedding Day; Turning the Tables; Town and Country: Or, Which Is Best]",Comedy,Tragedy,,,,,
167,,online resource,1825.0,1825.0,1825.0,,,,,text,British Library Playbills Project,enk,[2018],1842,"[Miscellaneous Plymouth theatres playbill for The Young Widow: Or, a Lesson for Lovers; Tribulation: Or, Unwelcome Visitors; Simpson & Co; Faustus]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,"The Young Widow: Or, a Lesson for Lovers",,,,,"Tribulation: Or, Unwelcome Visitors",Simpson & Co,Faustus,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Young Widow: Or, a Lesson for Lovers; Tribulation: Or, Unwelcome Visitors; Simpson & Co; Faustus]",Romantic Play,Petite Comedy,Comedy,,,,
168,,online resource,1829.0,1829.0,,,,,,text,British Library Playbills Project,enk,[2018],1835,"[Miscellaneous Plymouth theatres playbill for The Two Gregories; Peter Wilkins; Or, the Flying Indians; Invincibles; On, Les Femmes Soldats]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Two Gregories,,,,,"Peter Wilkins; Or, the Flying Indians","Invincibles; On, Les Femmes Soldats",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Two Gregories; Peter Wilkins; Or, the Flying Indians; Invincibles; On, Les Femmes Soldats]",Interlude,Melo-Dramatic Romantic Spectacle,,,,,
